68	68	0.42605	1.024	0.01	0.051564	0.068443	0.37249	0.049347
61	61	0.59863	1.1591	0.01	0.048588	0.36457	0.34944	0.039037
61	61	0.59784	1.2189	0.01	0.048352	0.39942	0.35336	0.105
68	68	0.29336	1.1065	0.01	0.052956	0.064773	0.30146	0.10038
62	62	0.45312	1.0687	0.01	0.051979	0.31706	0.26279	0.04076
66	66	0.31327	0.97235	0.01	0.053761	0.10217	0.29549	0.22719
65	65	0.39473	1.0302	0.01	0.051564	0.053739	0.2925	0.086191
61	61	0.33398	1.0535	0.01	0.054313	0.059308	0.24463	0.12546
64	64	0.46579	1.0753	0.01	0.053315	0.28822	0.33088	0.1563
62	62	0.48903	1.0287	0.01	0.056051	0.084186	0.35434	0.11109
60	60	0.51858	1.0473	0.01	0.05115	0.23787	0.30072	0.10182
65	65	0.4589	1.1188	0.01	0.051775	0.17435	0.30643	0.087735
65	65	0.41517	1.0419	0.01	0.053541	0.097084	0.29612	0.062261
60	60	0.48735	1.0875	0.01	0.054082	0.15797	0.35253	0.27776
66	66	0.37792	1.1198	0.01	0.051384	0.29283	0.2229	0.044231
64	64	0.38085	1.0321	0.01	0.052474	0.099597	0.26004	0.073321
63	63	0.44889	1.1465	0.01	0.050474	0.29116	0.27516	0.049627
59	59	0.42755	1.0661	0.01	0.053244	0.10145	0.32499	0.12728
66	66	0.49397	0.94874	0.01	0.053695	0.092173	0.30595	0.066486
68	68	0.17237	1.0114	0.01	0.047796	0.13017	0.096178	0.040586
61	61	0.55011	0.81186	0.01	0.048376	0.54664	0.43214	0.11485
62	62	0.45236	0.90592	0.01	0.050476	0.26987	0.3636	0.19077
64	64	0.32232	0.96737	0.01	0.049629	0.43546	0.16809	0.11618
68	68	0.36723	0.91675	0.01	0.053918	0.31412	0.30684	0.057569
63	63	0.47831	0.86803	0.01	0.05001	0.40925	0.27725	0.12621
68	68	0.34966	0.91562	0.01	0.04878	0.42167	0.22323	0.061078
66	66	0.55898	0.88064	0.01	0.048589	0.43093	0.38378	0.077651
64	64	0.32254	0.85393	0.01	0.049059	0.42795	0.25345	0.059348
63	63	0.51912	0.98498	0.01	0.049553	0.46417	0.36738	0.077344
63	63	0.4671	0.95154	0.01	0.051701	0.28318	0.33302	0.092346
60	60	0.49689	0.93666	0.01	0.048967	0.53763	0.40883	0.21333
62	62	0.49065	0.84632	0.01	0.049285	0.56459	0.38693	0.16218
60	60	0.39852	0.95802	0.01	0.050212	0.48053	0.25188	0.10464
63	63	0.55794	1.0455	0.01	0.049641	0.54876	0.40383	0.15753
60	60	0.38827	0.92017	0.01	0.051831	0.3774	0.23488	0.10886
64	64	0.40627	0.89733	0.01	0.048267	0.47023	0.32892	0.11249
60	60	0.43335	1.0059	0.01	0.04955	0.41234	0.32838	0.088343
61	61	0.46711	0.94607	0.01	0.050976	0.34614	0.31941	0.08301
64	64	0.4636	0.94471	0.01	0.05123	0.40954	0.31433	0.054032
63	63	0.54491	0.8584	0.01	0.052839	0.47244	0.37808	0.041031
57	57	0.45999	0.69681	0.01	0.050304	0.58377	0.29876	0.13106
58	58	0.45754	0.8725	0.01	0.054354	0.56868	0.28303	0.10573
60	60	0.42589	0.76193	0.01	0.052685	0.58571	0.3225	0.10002
64	64	0.50887	1.0971	0.01	0.049391	0.66601	0.40346	0.12241
