60	60	0.97164	0.97556	0.01	0.33722	0.011605	0.95725	0.21587
66	66	0.96786	0.97734	0.01	0.32318	0.026244	0.95269	0.12704
59	59	0.96294	1.0585	0.01	0.32736	0.091516	0.94927	0.1878
59	59	0.96817	0.90729	0.01	0.33369	0.10957	0.9558	0.19017
60	60	0.96003	0.99749	0.01	0.33534	0.0074454	0.95299	0.19931
58	58	0.97302	0.94021	0.01	0.31697	0.06365	0.95584	0.23242
60	60	0.96865	0.99985	0.01	0.33152	0.052429	0.94949	0.14789
62	62	0.94269	0.99169	0.01	0.33701	0.17212	0.93661	0.24419
57	57	0.96884	0.94697	0.01	0.31719	0.065978	0.95081	0.27287
65	65	0.97596	1.0404	0.01	0.33834	0.078061	0.9497	0.18178
59	59	0.9649	1.0209	0.01	0.33873	0.024498	0.94376	0.11678
61	61	0.97469	0.94391	0.01	0.33044	0.096952	0.95542	0.19072
59	59	0.97003	1.0258	0.01	0.32035	0.02496	0.94879	0.17228
64	64	0.96904	1.0012	0.01	0.33291	0.0064365	0.95507	0.1112
57	57	0.96887	0.98792	0.01	0.33194	0.0024316	0.95442	0.24561
56	56	0.94912	0.96198	0.01	0.32033	0.019082	0.94647	0.16344
63	63	0.98324	0.99458	0.01	0.41474	0.067045	0.98924	0.15192
63	63	0.98423	1.0338	0.01	0.41283	0.12816	0.98759	0.26293
61	61	0.98389	1.0136	0.01	0.4069	0.004788	0.98876	0.22293
61	61	0.98675	0.98154	0.01	0.41232	0.017871	0.98921	0.19302
58	58	0.98046	0.9892	0.01	0.40457	0.0012959	0.98357	0.3507
53	53	0.9767	0.96604	0.01	0.41518	0.025881	0.9819	0.35375
60	60	0.98738	1.0722	0.01	0.41135	0.10204	0.9884	0.15441
58	58	0.9847	1.087	0.01	0.40892	0.028165	0.98699	0.27446
63	63	0.98748	0.96345	0.01	0.40849	0.062675	0.98906	0.23357
54	54	0.98398	0.9962	0.01	0.41993	0.0007263	0.98396	0.35562
61	61	0.98527	1.0035	0.01	0.41452	0.0045549	0.98472	0.26273
56	56	0.98277	1.0019	0.01	0.41413	0.0038695	0.98699	0.27433
64	64	0.98316	0.98072	0.01	0.40509	0.051892	0.98831	0.18205
65	65	0.98633	0.95343	0.01	0.40642	0.035294	0.98719	0.17078
59	59	0.98606	0.9774	0.01	0.41234	0.0036215	0.98777	0.26005
61	61	0.98537	0.9591	0.01	0.40788	0.16689	0.98799	0.18516
57	57	0.98461	0.96263	0.01	0.40974	0.011743	0.98853	0.31708
61	61	0.98537	0.9445	0.01	0.4127	0.065268	0.98901	0.12248
63	63	0.98644	0.97412	0.01	0.40503	0.0062386	0.98856	0.17996
56	56	0.98249	1.0008	0.01	0.4172	0.0044583	0.98541	0.26737
62	62	0.97584	1.0556	0.01	0.41114	0.063227	0.95769	0.33105
58	58	0.9729	0.92575	0.01	0.40868	0.049133	0.9698	0.29037
62	62	0.9709	1.0151	0.01	0.41179	0.012585	0.96447	0.28711
59	59	0.95692	0.97853	0.01	0.40511	0.016685	0.96038	0.28781
58	58	0.97203	0.97538	0.01	0.41065	0.017293	0.96379	0.28019
62	62	0.96406	1.001	0.01	0.40142	0.041735	0.96624	0.2536
59	59	0.96499	1.0401	0.01	0.40244	0.10551	0.96322	0.27588
60	60	0.97232	0.91775	0.01	0.40301	0.052524	0.96425	0.31861
56	56	0.96609	1.0094	0.01	0.39644	0.036273	0.95835	0.33958
60	60	0.97872	1.0214	0.01	0.409	0.027587	0.96602	0.23496
57	57	0.97348	1.0336	0.01	0.40737	0.013723	0.96173	0.34586
58	58	0.95858	0.9958	0.01	0.40467	0.020319	0.95866	0.38791
59	59	0.97166	0.97716	0.01	0.41001	0.023758	0.96379	0.28746
53	53	0.9753	0.99706	0.01	0.40974	0.017527	0.96023	0.30343
57	57	0.97173	0.95958	0.01	0.4122	0.011211	0.96766	0.41703
53	53	0.95956	0.99932	0.01	0.40784	0.037511	0.96256	0.35924
62	62	0.96956	1.0005	0.01	0.40537	0.036452	0.96232	0.2333
55	55	0.96896	0.94279	0.01	0.40705	0.021326	0.96709	0.34005
51	51	0.97162	0.97514	0.01	0.40157	0.054523	0.96408	0.41358
60	60	0.97278	1.0561	0.01	0.39851	0.068133	0.96312	0.34245
