63	63	0.97166	0.41736	0.01	0.33209	0.76939	0.95135	0.30888
52	52	0.9668	0.39875	0.01	0.3268	0.74137	0.95373	0.12705
62	62	0.97031	0.51121	0.01	0.33672	0.78806	0.95252	0.23017
62	62	0.96826	0.44957	0.01	0.32504	0.77608	0.95094	0.25496
53	53	0.97509	0.42381	0.01	0.3328	0.77017	0.95717	0.092978
59	59	0.97066	0.41535	0.01	0.32351	0.72067	0.95455	0.29799
57	57	0.97506	0.44381	0.01	0.34601	0.78726	0.95552	0.25346
63	63	0.96768	0.4782	0.01	0.32778	0.74503	0.94806	0.21869
58	58	0.9715	0.34614	0.01	0.32256	0.76942	0.94941	0.15815
63	63	0.96535	0.42369	0.01	0.32166	0.79596	0.95001	0.22393
60	60	0.9437	0.40004	0.01	0.33356	0.77545	0.94576	0.26475
58	58	0.95926	0.39218	0.01	0.32425	0.76048	0.94566	0.19373
54	54	0.97583	0.48562	0.01	0.33708	0.80044	0.94718	0.21348
62	62	0.96855	0.41752	0.01	0.32598	0.77932	0.95531	0.14937
55	55	0.96344	0.4608	0.01	0.33398	0.69084	0.94691	0.070951
57	57	0.97054	0.38064	0.01	0.34124	0.76364	0.95237	0.22187
57	57	0.97831	0.4603	0.01	0.33024	0.77459	0.9524	0.21009
56	56	0.97754	0.40597	0.01	0.33703	0.75041	0.95358	0.23132
55	55	0.9688	0.36711	0.01	0.33969	0.76313	0.95383	0.18758
62	62	0.96816	0.47608	0.01	0.33968	0.77006	0.95146	0.22835
61	61	0.98229	0.3036	0.01	0.41577	0.79077	0.98689	0.24327
55	55	0.98535	0.19936	0.01	0.41217	0.80522	0.98732	0.23085
56	56	0.98715	0.26203	0.01	0.40792	0.7796	0.98823	0.27338
58	58	0.98199	0.23935	0.01	0.40732	0.79794	0.98812	0.29279
63	63	0.98234	0.19916	0.01	0.4023	0.76331	0.98295	0.15123
60	60	0.98204	0.29773	0.01	0.40351	0.76475	0.98892	0.19728
62	62	0.98093	0.24359	0.01	0.40626	0.76954	0.98511	0.18578
55	55	0.98373	0.27174	0.01	0.4116	0.82443	0.9884	0.18653
63	63	0.98497	0.23335	0.01	0.41647	0.83557	0.98507	0.2129
59	59	0.98532	0.35151	0.01	0.41461	0.84661	0.9894	0.20033
57	57	0.98662	0.23879	0.01	0.4085	0.79262	0.98749	0.13905
55	55	0.98677	0.25483	0.01	0.40374	0.80493	0.98863	0.13801
66	66	0.98445	0.19771	0.01	0.40463	0.77546	0.98531	0.21554
48	48	0.98558	0.24773	0.01	0.41563	0.81687	0.98916	0.36375
59	59	0.98526	0.16125	0.01	0.40409	0.7808	0.98677	0.1387
61	61	0.97877	0.23802	0.01	0.40347	0.78301	0.98027	0.18982
55	55	0.98272	0.25838	0.01	0.41396	0.79871	0.98667	0.10461
60	60	0.98446	0.24881	0.01	0.412	0.74602	0.98689	0.1201
55	55	0.98547	0.22978	0.01	0.41146	0.84598	0.98792	0.21102
66	66	0.98532	0.2677	0.01	0.40704	0.7685	0.98876	0.21397
56	56	0.96726	0.24655	0.01	0.40664	0.7959	0.96978	0.34453
57	57	0.97401	0.16935	0.01	0.40667	0.8181	0.96758	0.31912
56	56	0.97432	0.26823	0.01	0.40698	0.785	0.96811	0.3625
62	62	0.96722	0.23657	0.01	0.39957	0.77632	0.95954	0.25101
57	57	0.97562	0.21906	0.01	0.40717	0.79988	0.9634	0.29031
57	57	0.96063	0.22256	0.01	0.40785	0.80128	0.96231	0.32203
55	55	0.97394	0.24658	0.01	0.41187	0.77502	0.9701	0.33213
59	59	0.97257	0.21804	0.01	0.40443	0.82609	0.96501	0.30923
54	54	0.9777	0.19762	0.01	0.40617	0.80892	0.96474	0.36065
65	65	0.96671	0.17226	0.01	0.40184	0.77715	0.9682	0.21132
62	62	0.97256	0.17285	0.01	0.4072	0.77283	0.9679	0.21135
61	61	0.9711	0.22624	0.01	0.41037	0.81949	0.96252	0.29222
55	55	0.96662	0.20511	0.01	0.4079	0.80608	0.96338	0.31761
61	61	0.97095	0.24978	0.01	0.40772	0.81271	0.9677	0.22061
58	58	0.95586	0.23463	0.01	0.40514	0.78029	0.95708	0.22778
54	54	0.9649	0.38053	0.01	0.40623	0.80634	0.96414	0.31976
53	53	0.97689	0.23324	0.01	0.41085	0.78633	0.96529	0.40176
58	58	0.97138	0.24526	0.01	0.40685	0.78084	0.96848	0.34737
53	53	0.96699	0.16193	0.01	0.40617	0.79864	0.97134	0.32082
60	60	0.97063	0.24042	0.01	0.41019	0.76556	0.9632	0.24514
63	63	0.95942	0.7393	0.01	0.31723	0.51145	0.94259	0.23409
57	57	0.9655	0.60638	0.01	0.33172	0.56051	0.95134	0.13265
63	63	0.96862	0.65137	0.01	0.34761	0.38955	0.95246	0.23409
58	58	0.97621	0.48608	0.01	0.32735	0.5868	0.94749	0.25089
62	62	0.9504	0.69438	0.01	0.33948	0.49615	0.94387	0.14577
64	64	0.95494	0.68894	0.01	0.33326	0.50624	0.93901	0.16199
58	58	0.96683	0.75346	0.01	0.33508	0.52749	0.95013	0.14399
59	59	0.96667	0.62254	0.01	0.33377	0.55565	0.9538	0.097153
65	65	0.96033	0.7062	0.01	0.32318	0.55571	0.94312	0.22826
64	64	0.97464	0.66923	0.01	0.34228	0.5243	0.95644	0.2592
53	53	0.96935	0.65173	0.01	0.33527	0.54821	0.95449	0.21369
60	60	0.9667	0.71449	0.01	0.33214	0.49278	0.95096	0.17618
62	62	0.9709	0.64949	0.01	0.3368	0.48624	0.94946	0.20069
62	62	0.95372	0.59446	0.01	0.32745	0.45068	0.95045	0.29444
60	60	0.95695	0.59207	0.01	0.32833	0.51465	0.94464	0.20857
61	61	0.96719	0.54422	0.01	0.33293	0.49516	0.95069	0.20726
59	59	0.96362	0.62926	0.01	0.33361	0.45863	0.94185	0.14992
60	60	0.97157	0.66617	0.01	0.32164	0.48931	0.95222	0.1364
59	59	0.95623	0.7148	0.01	0.33844	0.46272	0.94829	0.14913
50	50	0.97327	0.70867	0.01	0.32859	0.53683	0.95191	0.096137
62	62	0.98775	0.56887	0.01	0.41605	0.51784	0.98916	0.25384
59	59	0.98588	0.65198	0.01	0.41798	0.48634	0.98566	0.27516
59	59	0.98752	0.43134	0.01	0.40863	0.50593	0.98811	0.19078
53	53	0.98271	0.59149	0.01	0.41347	0.47959	0.98474	0.090689
58	58	0.98788	0.59947	0.01	0.4159	0.55409	0.98956	0.30472
57	57	0.98417	0.52459	0.01	0.41235	0.48376	0.98657	0.29751
55	55	0.98478	0.52035	0.01	0.40448	0.44902	0.98676	0.29397
64	64	0.9869	0.46329	0.01	0.41008	0.56433	0.98836	0.22267
63	63	0.98698	0.62276	0.01	0.40924	0.49668	0.98784	0.22304
58	58	0.98224	0.56063	0.01	0.40667	0.51994	0.98026	0.16207
57	57	0.98605	0.58057	0.01	0.40615	0.51295	0.98758	0.20711
60	60	0.98508	0.55074	0.01	0.40533	0.50534	0.98688	0.2814
61	61	0.98391	0.51063	0.01	0.40493	0.43384	0.98802	0.18014
56	56	0.98876	0.5206	0.01	0.41151	0.44079	0.98836	0.28616
59	59	0.97952	0.54026	0.01	0.4129	0.45046	0.98214	0.22444
52	52	0.9834	0.48945	0.01	0.40736	0.51645	0.9893	0.35462
59	59	0.98556	0.64902	0.01	0.40972	0.5002	0.98697	0.27228
59	59	0.98488	0.5284	0.01	0.41164	0.47299	0.98704	0.26086
62	62	0.98766	0.63207	0.01	0.40151	0.49387	0.98845	0.2507
61	61	0.98261	0.46281	0.01	0.40762	0.39407	0.98751	0.15916
60	60	0.97209	0.57373	0.01	0.40175	0.50785	0.96002	0.26197
62	62	0.9753	0.6514	0.01	0.4007	0.4704	0.96408	0.23848
57	57	0.96774	0.53427	0.01	0.41825	0.5344	0.96676	0.27506
57	57	0.96281	0.53073	0.01	0.41	0.51816	0.96347	0.31447
57	57	0.9786	0.65709	0.01	0.40472	0.46893	0.96547	0.32808
58	58	0.97013	0.48974	0.01	0.40744	0.56753	0.97123	0.3383
57	57	0.96839	0.60486	0.01	0.40616	0.43101	0.96828	0.31797
56	56	0.97311	0.46796	0.01	0.4089	0.55779	0.96671	0.31006
57	57	0.97297	0.59587	0.01	0.40326	0.48133	0.96437	0.26445
61	61	0.9731	0.52524	0.01	0.40567	0.52481	0.97106	0.32534
65	65	0.97558	0.61488	0.01	0.40989	0.56433	0.96851	0.16217
61	61	0.96129	0.50134	0.01	0.40905	0.54334	0.95925	0.23493
56	56	0.96794	0.52178	0.01	0.39886	0.48152	0.96098	0.29805
59	59	0.97709	0.60759	0.01	0.40489	0.47433	0.96863	0.26583
63	63	0.96949	0.55294	0.01	0.40418	0.52367	0.97053	0.22704
54	54	0.97111	0.53997	0.01	0.40574	0.51411	0.96336	0.40826
64	64	0.97165	0.56585	0.01	0.40732	0.52002	0.95964	0.27276
55	55	0.97723	0.62884	0.01	0.41968	0.5062	0.96683	0.36979
59	59	0.96618	0.4474	0.01	0.40015	0.48875	0.96419	0.36641
60	60	0.97234	0.56324	0.01	0.40909	0.54968	0.96155	0.24008
61	61	0.96725	1.0147	0.01	0.34392	0.068149	0.94927	0.2697
64	64	0.95887	1.0246	0.01	0.34036	0.011956	0.95226	0.19537
58	58	0.95425	1.0331	0.01	0.33637	0.10112	0.93756	0.19983
58	58	0.96688	0.98358	0.01	0.34003	0.043963	0.94342	0.12856
